Visual Landmark Dataset V1
ImageFile, Camera Position [X Y Z W P Q R]

sift_new/seq-02-frame-000158.color.png	585.000000 -0.000000 0.472630 -0.888135 0.214364 0.917590 0.184666 0.295089 0.191938 
sift_new/seq-02-frame-000253.color.png	585.000000 -0.000000 0.945935 -0.801609 -0.095470 0.882218 0.024595 0.402273 0.243404 
sift_new/seq-02-frame-000216.color.png	585.000000 -0.000000 0.779811 -0.839136 0.068613 0.889185 0.123098 0.375880 0.229991 
sift_new/seq-02-frame-000227.color.png	585.000000 -0.000000 0.838581 -0.828787 0.010566 0.869901 0.119872 0.404025 0.256219 
sift_new/seq-02-frame-000226.color.png	585.000000 -0.000000 0.831352 -0.829406 0.016926 0.870718 0.122056 0.402817 0.254305 
sift_new/seq-02-frame-000225.color.png	585.000000 -0.000000 0.820825 -0.830921 0.030374 0.872669 0.125113 0.400350 0.249996 
sift_new/seq-02-frame-000228.color.png	585.000000 -0.000000 0.851583 -0.820265 -0.001980 0.868009 0.114096 0.407359 0.259964 
sift_new/seq-02-frame-000231.color.png	585.000000 -0.000000 0.880233 -0.819388 -0.025538 0.860169 0.111437 0.415215 0.274347 
sift_new/seq-02-frame-000230.color.png	585.000000 -0.000000 0.874274 -0.816516 -0.023308 0.861526 0.111639 0.413346 0.272824 
sift_new/seq-02-frame-000232.color.png	585.000000 -0.000000 0.889950 -0.816201 -0.035811 0.859229 0.108316 0.416601 0.276434 
sift_new/seq-02-frame-000229.color.png	585.000000 -0.000000 0.863660 -0.819594 -0.012650 0.865454 0.112223 0.409621 0.265682 
sift_new/seq-02-frame-000224.color.png	585.000000 -0.000000 0.808137 -0.828205 0.040817 0.876305 0.124993 0.395311 0.245311 
sift_new/seq-02-frame-000223.color.png	585.000000 -0.000000 0.801864 -0.834122 0.046255 0.878306 0.125769 0.392930 0.241557 
sift_new/seq-02-frame-000259.color.png	585.000000 -0.000000 0.885548 -0.804257 -0.065987 0.875860 0.039568 0.408884 0.253178 
sift_new/seq-02-frame-000256.color.png	585.000000 -0.000000 0.914526 -0.800444 -0.082766 0.877099 0.032834 0.408550 0.250375 
sift_new/seq-02-frame-000233.color.png	585.000000 -0.000000 0.900707 -0.815417 -0.044431 0.856974 0.106472 0.421261 0.277087 
sift_new/seq-02-frame-000236.color.png	585.000000 -0.000000 0.931096 -0.817720 -0.065752 0.851787 0.093402 0.435761 0.275362 
sift_new/seq-02-frame-000237.color.png	585.000000 -0.000000 0.940297 -0.818359 -0.071937 0.850061 0.089687 0.438799 0.277098 
sift_new/seq-02-frame-000207.color.png	585.000000 -0.000000 0.801048 -0.849019 0.054593 0.868667 0.110103 0.414678 0.247626 
sift_new/seq-02-frame-000217.color.png	585.000000 -0.000000 0.779487 -0.836636 0.071972 0.890116 0.123600 0.373388 0.230181 
sift_new/seq-02-frame-000218.color.png	585.000000 -0.000000 0.776065 -0.837692 0.070750 0.891479 0.126478 0.370480 0.228034 
sift_new/seq-02-frame-000219.color.png	585.000000 -0.000000 0.774877 -0.836866 0.068273 0.890377 0.128741 0.369937 0.231919 
sift_new/seq-02-frame-000221.color.png	585.000000 -0.000000 0.779468 -0.840797 0.060611 0.885761 0.129505 0.377410 0.237068 
sift_new/seq-02-frame-000215.color.png	585.000000 -0.000000 0.785563 -0.835357 0.065402 0.887117 0.118280 0.380460 0.232954 
sift_new/seq-02-frame-000220.color.png	585.000000 -0.000000 0.776374 -0.839401 0.067438 0.889004 0.130144 0.372079 0.232972 
sift_new/seq-02-frame-000212.color.png	585.000000 -0.000000 0.797709 -0.839465 0.056632 0.880739 0.108226 0.394559 0.238521 
sift_new/seq-02-frame-000204.color.png	585.000000 -0.000000 0.787555 -0.852636 0.065481 0.862010 0.117850 0.421423 0.255800 
sift_new/seq-02-frame-000208.color.png	585.000000 -0.000000 0.805847 -0.849114 0.055825 0.870698 0.108328 0.414226 0.241969 
sift_new/seq-02-frame-000203.color.png	585.000000 -0.000000 0.776677 -0.849128 0.066078 0.863434 0.117611 0.417728 0.257165 
sift_new/seq-02-frame-000202.color.png	585.000000 -0.000000 0.773409 -0.850816 0.069658 0.864269 0.117703 0.417394 0.254848 
sift_new/seq-02-frame-000270.color.png	585.000000 -0.000000 0.755110 -0.829348 0.034925 0.865724 0.058764 0.425084 0.257588 
sift_new/seq-02-frame-000209.color.png	585.000000 -0.000000 0.807151 -0.846738 0.056011 0.871372 0.107018 0.414511 0.239626 
sift_new/seq-02-frame-000200.color.png	585.000000 -0.000000 0.751130 -0.860437 0.081720 0.867624 0.120703 0.409012 0.255636 
sift_new/seq-02-frame-000206.color.png	585.000000 -0.000000 0.796907 -0.855015 0.059330 0.866189 0.113275 0.416695 0.251460 
sift_new/seq-02-frame-000201.color.png	585.000000 -0.000000 0.761782 -0.855314 0.073071 0.865867 0.119326 0.412430 0.256745 
sift_new/seq-02-frame-000214.color.png	585.000000 -0.000000 0.790081 -0.842129 0.063273 0.883494 0.115192 0.386038 0.239015 
sift_new/seq-02-frame-000272.color.png	585.000000 -0.000000 0.734878 -0.829350 0.052137 0.867240 0.053215 0.425317 0.253274 
sift_new/seq-02-frame-000262.color.png	585.000000 -0.000000 0.846078 -0.805786 -0.041146 0.874411 0.045972 0.409930 0.255400 
sift_new/seq-02-frame-000261.color.png	585.000000 -0.000000 0.857179 -0.809732 -0.053571 0.875406 0.044820 0.408426 0.254607 
sift_new/seq-02-frame-000265.color.png	585.000000 -0.000000 0.812254 -0.813821 -0.013310 0.874232 0.050193 0.408118 0.258108 
sift_new/seq-02-frame-000266.color.png	585.000000 -0.000000 0.795630 -0.815043 -0.003144 0.873433 0.052357 0.408766 0.259353 
sift_new/seq-02-frame-000268.color.png	585.000000 -0.000000 0.773434 -0.824648 0.015352 0.868969 0.058459 0.416609 0.260560 
sift_new/seq-02-frame-000264.color.png	585.000000 -0.000000 0.827899 -0.811767 -0.023062 0.873372 0.049483 0.411060 0.256482 
sift_new/seq-02-frame-000263.color.png	585.000000 -0.000000 0.838182 -0.808867 -0.037688 0.873834 0.048116 0.409639 0.257441 
sift_new/seq-02-frame-000197.color.png	585.000000 -0.000000 0.729576 -0.861250 0.095255 0.871581 0.121685 0.401432 0.253720 
sift_new/seq-02-frame-000188.color.png	585.000000 -0.000000 0.631419 -0.870908 0.166340 0.886053 0.142120 0.366119 0.246278 
sift_new/seq-02-frame-000258.color.png	585.000000 -0.000000 0.890454 -0.805715 -0.069107 0.874974 0.040185 0.410816 0.253015 
sift_new/seq-02-frame-000192.color.png	585.000000 -0.000000 0.676217 -0.870483 0.129795 0.880086 0.136219 0.381485 0.247680 
sift_new/seq-02-frame-000187.color.png	585.000000 -0.000000 0.615794 -0.876364 0.180953 0.887750 0.145831 0.361009 0.245543 
sift_new/seq-02-frame-000186.color.png	585.000000 -0.000000 0.607373 -0.873421 0.185236 0.888851 0.146081 0.359222 0.244029 
sift_new/seq-02-frame-000193.color.png	585.000000 -0.000000 0.691814 -0.866751 0.119855 0.879857 0.131101 0.382777 0.249258 
sift_new/seq-02-frame-000276.color.png	585.000000 -0.000000 0.679746 -0.837132 0.094571 0.861697 0.054853 0.435907 0.253835 
sift_new/seq-02-frame-000199.color.png	585.000000 -0.000000 0.745693 -0.858253 0.084115 0.868249 0.121412 0.407377 0.255788 
sift_new/seq-02-frame-000190.color.png	585.000000 -0.000000 0.653478 -0.870595 0.145132 0.882971 0.139054 0.372766 0.249111 
sift_new/seq-02-frame-000189.color.png	585.000000 -0.000000 0.640497 -0.872126 0.162837 0.884371 0.141880 0.368298 0.249196 
sift_new/seq-02-frame-000180.color.png	585.000000 -0.000000 0.532723 -0.887814 0.232501 0.905690 0.148075 0.321758 0.232936 
sift_new/seq-02-frame-000260.color.png	585.000000 -0.000000 0.874130 -0.802666 -0.059206 0.876199 0.040789 0.410345 0.249419 
sift_new/seq-02-frame-000213.color.png	585.000000 -0.000000 0.792030 -0.839482 0.061500 0.881781 0.113722 0.389404 0.240576 
sift_new/seq-02-frame-000184.color.png	585.000000 -0.000000 0.574801 -0.874778 0.209142 0.894333 0.148854 0.343605 0.244811 
sift_new/seq-02-frame-000275.color.png	585.000000 -0.000000 0.694859 -0.840759 0.083583 0.861438 0.058016 0.435806 0.254185 
sift_new/seq-02-frame-000279.color.png	585.000000 -0.000000 0.641716 -0.849524 0.114156 0.855592 0.065319 0.442515 0.260485 
sift_new/seq-02-frame-000257.color.png	585.000000 -0.000000 0.902263 -0.802030 -0.077538 0.875821 0.036861 0.409476 0.252762 
sift_new/seq-02-frame-000280.color.png	585.000000 -0.000000 0.641357 -0.848171 0.130914 0.855413 0.065093 0.444217 0.258223 
sift_new/seq-02-frame-000235.color.png	585.000000 -0.000000 0.920284 -0.820709 -0.058921 0.852859 0.097983 0.430816 0.278218 
sift_new/seq-02-frame-000277.color.png	585.000000 -0.000000 0.671474 -0.837698 0.101084 0.860995 0.055799 0.435399 0.256863 
sift_new/seq-02-frame-000198.color.png	585.000000 -0.000000 0.735638 -0.860887 0.089743 0.870875 0.121339 0.403662 0.252769 
sift_new/seq-02-frame-000191.color.png	585.000000 -0.000000 0.670701 -0.869880 0.136907 0.880850 0.137948 0.378447 0.248668 
sift_new/seq-02-frame-000196.color.png	585.000000 -0.000000 0.717892 -0.863086 0.101007 0.873911 0.124313 0.397619 0.250414 
sift_new/seq-02-frame-000160.color.png	585.000000 -0.000000 0.480309 -0.893944 0.223949 0.916658 0.182403 0.295920 0.197205 
sift_new/seq-02-frame-000282.color.png	585.000000 -0.000000 0.620592 -0.847286 0.150943 0.855694 0.067813 0.445947 0.253567 
sift_new/seq-02-frame-000281.color.png	585.000000 -0.000000 0.626463 -0.847172 0.142993 0.855494 0.066566 0.445739 0.254935 
sift_new/seq-02-frame-000161.color.png	585.000000 -0.000000 0.485219 -0.893375 0.225530 0.918653 0.178949 0.293762 0.194290 
sift_new/seq-02-frame-000157.color.png	585.000000 -0.000000 0.470833 -0.890843 0.215888 0.917277 0.186352 0.295695 0.190868 
sift_new/seq-02-frame-000162.color.png	585.000000 -0.000000 0.486042 -0.898039 0.225901 0.919162 0.179611 0.292452 0.193243 
sift_new/seq-02-frame-000152.color.png	585.000000 -0.000000 0.450026 -0.897786 0.213401 0.919034 0.191258 0.295238 0.177828 
sift_new/seq-02-frame-000155.color.png	585.000000 -0.000000 0.462823 -0.893322 0.210874 0.918298 0.187406 0.297013 0.182708 
sift_new/seq-02-frame-000166.color.png	585.000000 -0.000000 0.499772 -0.897001 0.248576 0.922880 0.178276 0.279275 0.196234 
sift_new/seq-02-frame-000156.color.png	585.000000 -0.000000 0.467704 -0.885978 0.211888 0.918230 0.184470 0.298072 0.184305 
sift_new/seq-02-frame-000159.color.png	585.000000 -0.000000 0.478344 -0.890634 0.220734 0.916276 0.183668 0.296149 0.197461 
sift_new/seq-02-frame-000170.color.png	585.000000 -0.000000 0.503478 -0.896472 0.260477 0.923638 0.173535 0.275342 0.202378 
sift_new/seq-02-frame-000169.color.png	585.000000 -0.000000 0.502670 -0.897624 0.261835 0.923701 0.174691 0.275306 0.201141 
sift_new/seq-02-frame-000168.color.png	585.000000 -0.000000 0.500491 -0.902015 0.256552 0.923165 0.178021 0.275468 0.200459 
sift_new/seq-02-frame-000172.color.png	585.000000 -0.000000 0.503815 -0.901026 0.262032 0.922148 0.169711 0.275937 0.211405 
sift_new/seq-02-frame-000171.color.png	585.000000 -0.000000 0.502875 -0.899438 0.261726 0.923129 0.171925 0.275882 0.205319 
sift_new/seq-02-frame-000174.color.png	585.000000 -0.000000 0.508400 -0.898270 0.259759 0.920061 0.162404 0.281462 0.218818 
sift_new/seq-02-frame-000153.color.png	585.000000 -0.000000 0.454467 -0.894499 0.211288 0.919282 0.188205 0.296351 0.177952 
sift_new/seq-02-frame-000165.color.png	585.000000 -0.000000 0.500847 -0.894150 0.245128 0.922737 0.176858 0.279858 0.197356 
sift_new/seq-02-frame-000154.color.png	585.000000 -0.000000 0.461794 -0.892258 0.213204 0.918115 0.188155 0.297168 0.182604 
sift_new/seq-02-frame-000149.color.png	585.000000 -0.000000 0.429968 -0.898119 0.220503 0.920367 0.202214 0.289292 0.168329 
sift_new/seq-02-frame-000146.color.png	585.000000 -0.000000 0.410184 -0.903334 0.233363 0.923757 0.209134 0.275962 0.163623 
sift_new/seq-02-frame-000151.color.png	585.000000 -0.000000 0.442290 -0.897681 0.214529 0.919118 0.194701 0.296431 0.171558 
sift_new/seq-02-frame-000179.color.png	585.000000 -0.000000 0.527180 -0.893368 0.236942 0.906191 0.152906 0.319315 0.231224 
sift_new/seq-02-frame-000173.color.png	585.000000 -0.000000 0.503195 -0.903384 0.257916 0.922134 0.167539 0.277063 0.211724 
sift_new/seq-02-frame-000148.color.png	585.000000 -0.000000 0.424252 -0.900786 0.221900 0.921317 0.204657 0.285679 0.166340 
